id,Quantity,InstallationDate,HealthScore,DateOfLastSpecificAction,DateOfLastStateRecording,ExtraArea,EnvironmentAgingRate,KnownApparentAge,SAIDI15min,ExtraAreaLevel2,EstimatedDowntime,CustomData_Number,CustomData_String,ConsequenceSpecificQuantity
BRESTL31PARIS_10_Lignes_Aeriennes_AluminiumAcier_Agent,3,1927-01-01,75,2010-03-08,2013-11-16,ANJOU,1,2,1,NANTES,36,"{""Weight"":15}","{""Comment"":""Comment #2"",""IsActif"":""true"",""RateLevel"":""true"",""SerialNumber"":""AgCo_2""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_10_Lignes_Souterraines_PapierImpregne,3,1953-01-01,62,2014-02-11,2010-07-09,ANJOU,1,5,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_1_11_Pylones_Beton,1,1987-01-01,8,2013-06-24,2013-11-23,ANJOU,1,8,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_1_Lignes_Aeriennes_AluminiumAcier,3,1946-01-01,69,2011-11-07,2012-05-02,ANJOU,1,34,1,NANTES,,"{""Weight"":15}","{""Comment"":""Comment #3"",""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_3""}","{""FinancialConsequence"":666.0,""EnvironmentalConsequence"":22.0,""NetworkConsequence"":444.0}"
BRESTL31PARIS_1_Lignes_Aeriennes_AluminiumAcier_Agent,3,1946-01-01,53,2011-11-07,2012-05-02,ANJOU,1,34,1,NANTES,,"{""Weight"":15}","{""Comment"":""Comment #4"",""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_4""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_1_Lignes_Souterraines_PapierImpregne,3,1951-01-01,64,2011-02-27,2010-08-25,ANJOU,1,14,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_2_13_Pylones_Beton,1,1991-01-01,4,2010-03-10,2014-02-20,ANJOU,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_2_Lignes_Aeriennes_AluminiumAcier,3,1960-01-01,55,2013-11-25,2014-04-20,ANJOU,1,49,1,NANTES,7.01923,"{""Weight"":15}","{""Comment"":""Comment #5"",""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_5""}","{""FinancialConsequence"":666.0,""EnvironmentalConsequence"":22.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_2_Lignes_Aeriennes_AluminiumAcier_Agent,3,1960-01-01,40,2013-11-25,2014-04-20,ANJOU,1,49,1,NANTES,36,"{""Weight"":15}","{""Comment"":""Comment #6"",""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_6""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_2_Lignes_Souterraines_PapierImpregne,3,1932-01-01,18,2011-08-07,2014-04-15,ANJOU,1,7,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_3_14_Pylones_Beton,1,1986-01-01,9,2011-02-26,2010-06-27,ANJOU,1,5,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_3_Lignes_Aeriennes_AluminiumAcier,3,1962-01-01,53,2010-09-25,2011-10-01,ANJOU,1,12,1,NANTES,,"{""Weight"":15}","{""Comment"":""Comment #7"",""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_7""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_3_Lignes_Aeriennes_AluminiumAcier_Agent,3,1962-01-01,45,2010-09-25,2011-10-01,ANJOU,1,12,1,NANTES,7.01923,"{""Weight"":15}","{""Comment"":""Comment #8"",""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_8""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_3_Lignes_Souterraines_PapierImpregne,3,1934-01-01,16,2012-05-26,2012-09-13,ANJOU,1,14,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_4_15_Pylones_Beton,1,1999-01-01,16,2013-10-17,2012-06-22,ANJOU,1,4,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_4_Lignes_Aeriennes_AluminiumAcier,3,1967-01-01,48,2012-07-04,2011-08-15,ANJOU,1,38,1,NANTES,,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_9""}","{""FinancialConsequence"":6.0,""EnvironmentalConsequence"":2.0,""NetworkConsequence"":4.0}"
BRESTL31PARIS_4_Lignes_Aeriennes_AluminiumAcier_Agent,3,1967-01-01,82,2012-07-04,2011-08-15,ANJOU,1,38,1,NANTES,,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_10""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_4_Lignes_Souterraines_PapierImpregne,3,1935-01-01,15,2012-03-27,2012-05-01,ANJOU,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_5_16_Pylones_Beton,1,1997-01-01,18,2010-11-09,2013-10-10,ANJOU,1,0,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_5_Lignes_Aeriennes_AluminiumAcier,3,1960-01-01,55,2011-05-12,2014-01-12,ANJOU,1,7,1,NANTES,,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_11""}","{""FinancialConsequence"":6.0,""EnvironmentalConsequence"":222.0,""NetworkConsequence"":4.0}"
BRESTL31PARIS_5_Lignes_Aeriennes_AluminiumAcier_Agent,3,1960-01-01,66,2011-05-12,2014-01-12,ANJOU,1,7,1,NANTES,21.0577,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_12""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_5_Lignes_Souterraines_PapierImpregne,3,1938-01-01,12,2011-04-02,2011-05-04,ANJOU,1,8,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_6_17_Pylones_Beton,1,1992-01-01,3,2011-02-04,2010-04-27,ANJOU,1,0,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_6_Lignes_Aeriennes_AluminiumAcier,3,1956-01-01,59,2013-07-09,2011-01-22,ANJOU,1,10,1,NANTES,36,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_13""}","{""FinancialConsequence"":666.0,""EnvironmentalConsequence"":22.0,""NetworkConsequence"":44.0}"
BRESTL31PARIS_6_Lignes_Aeriennes_AluminiumAcier_Agent,3,1956-01-01,75,2013-07-09,2011-01-22,ANJOU,1,10,1,NANTES,,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_14""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_6_Lignes_Souterraines_PapierImpregne,3,1937-01-01,13,2013-07-18,2010-12-11,ANJOU,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_7_18_Pylones_Beton,1,1994-01-01,1,2013-10-05,2011-05-24,ANJOU,1,0,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_7_Lignes_Aeriennes_AluminiumAcier,3,1950-01-01,65,2010-08-16,2010-12-20,ANJOU,1,61,1,NANTES,,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_15""}","{""FinancialConsequence"":6.0,""EnvironmentalConsequence"":22.0,""NetworkConsequence"":44.0}"
BRESTL31PARIS_7_Lignes_Aeriennes_AluminiumAcier_Agent,3,1950-01-01,72,2010-08-16,2010-12-20,ANJOU,1,61,1,NANTES,7.01923,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_16""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_7_Lignes_Souterraines_PapierImpregne,3,1957-01-01,58,2011-08-18,2014-01-13,ANJOU,1,56,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_8_19_Pylones_Beton,1,1990-01-01,5,2011-07-27,2010-10-02,ANJOU,1,3,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_8_Lignes_Aeriennes_AluminiumAcier,3,1938-01-01,77,2010-03-01,2012-07-06,ANJOU,1,1,1,NANTES,21.0577,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_17""}","{""FinancialConsequence"":6.0,""EnvironmentalConsequence"":22.0,""NetworkConsequence"":44.0}"
BRESTL31PARIS_8_Lignes_Aeriennes_AluminiumAcier_Agent,3,1938-01-01,53,2010-03-01,2012-07-06,ANJOU,1,1,1,NANTES,,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_18""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_8_Lignes_Souterraines_PapierImpregne,3,1949-01-01,1,2012-07-04,2010-11-06,ANJOU,1,1,1,NANTES,7.01923,"{""LinearMassDensity"":0.1,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_9_20_Pylones_Beton,1,1994-01-01,1,2012-10-21,2013-12-22,ANJOU,1,0,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL31PARIS_9_Lignes_Aeriennes_AluminiumAcier,3,1947-01-01,68,2011-11-26,2011-07-27,ANJOU,1,1,1,NANTES,,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_19""}","{""FinancialConsequence"":6.0,""EnvironmentalConsequence"":22.0,""NetworkConsequence"":44.0}"
BRESTL31PARIS_9_Lignes_Aeriennes_AluminiumAcier_Agent,3,1947-01-01,42,2011-11-26,2011-07-27,ANJOU,1,1,1,NANTES,7.01923,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_20""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL31PARIS_9_Lignes_Souterraines_PapierImpregne,3,1966-01-01,49,2014-07-26,2011-02-19,ANJOU,1,41,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_10_22_Pylones_Bois,1,1997-01-01,18,2010-07-28,2010-10-03,BRETAGNE,1,17,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_10_Lignes_Aeriennes_Homogene,3,1898-01-01,117,2010-07-01,2012-11-06,BRETAGNE,1,24,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_10_Lignes_Souterraines_HuileFluide,3,1936-01-01,14,2012-02-22,2012-12-27,BRETAGNE,1,13,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_1_21_Pylones_Bois,1,1986-01-01,9,2012-12-21,2011-04-20,BRETAGNE,1,7,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_1_Lignes_Aeriennes_Homogene,3,1938-01-01,77,2011-10-14,2011-05-28,BRETAGNE,1,59,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_1_Lignes_Souterraines_HuileFluide,3,1962-01-01,53,2013-02-20,2012-09-23,BRETAGNE,1,27,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_2_23_Pylones_Bois,1,1993-01-01,2,2010-06-01,2011-08-06,BRETAGNE,1,0,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_2_Lignes_Aeriennes_Homogene,3,1903-01-01,112,2011-08-01,2011-02-27,BRETAGNE,1,80,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_2_Lignes_Souterraines_HuileFluide,3,1936-01-01,14,2010-12-23,2014-02-06,BRETAGNE,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_3_24_Pylones_Bois,1,1991-01-01,4,2010-11-04,2013-04-27,BRETAGNE,1,1,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_3_Lignes_Aeriennes_Homogene,3,1914-01-01,101,2011-09-04,2011-01-27,BRETAGNE,1,78,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_3_Lignes_Souterraines_HuileFluide,3,1948-01-01,2,2013-04-23,2014-02-09,BRETAGNE,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_4_25_Pylones_Bois,1,1989-01-01,6,2013-11-21,2010-02-13,BRETAGNE,1,4,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_4_Lignes_Aeriennes_Homogene,3,1872-01-01,23,2013-12-04,2014-02-16,BRETAGNE,1,18,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_4_Lignes_Souterraines_HuileFluide,3,1934-01-01,16,2011-08-27,2011-08-02,BRETAGNE,1,11,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_5_26_Pylones_Bois,1,1992-01-01,3,2011-07-21,2014-12-02,BRETAGNE,1,1,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_5_Lignes_Aeriennes_Homogene,3,1885-01-01,10,2010-06-01,2014-01-25,BRETAGNE,1,1,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_5_Lignes_Souterraines_HuileFluide,3,1944-01-01,6,2012-12-12,2011-11-08,BRETAGNE,1,6,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_6_27_Pylones_Bois,1,1998-01-01,17,2011-04-06,2014-06-10,BRETAGNE,1,5,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_6_Lignes_Aeriennes_Homogene,3,1906-01-01,109,2011-01-21,2012-09-05,BRETAGNE,1,7,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_6_Lignes_Souterraines_HuileFluide,3,1963-01-01,52,2014-11-27,2010-01-08,BRETAGNE,1,50,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_7_28_Pylones_Bois,1,1994-01-01,1,2013-01-09,2011-07-17,BRETAGNE,1,1,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_7_Lignes_Aeriennes_Homogene,3,1904-01-01,111,2014-11-26,2010-02-07,BRETAGNE,1,29,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_7_Lignes_Souterraines_HuileFluide,3,1964-01-01,51,2013-12-10,2013-01-19,BRETAGNE,1,32,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_8_29_Pylones_Bois,1,1996-01-01,19,2010-11-27,2012-07-26,BRETAGNE,1,9,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_8_Lignes_Aeriennes_Homogene,3,1901-01-01,114,2011-03-21,2011-09-24,BRETAGNE,1,65,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_8_Lignes_Souterraines_HuileFluide,3,1956-01-01,59,2010-07-20,2011-01-23,BRETAGNE,1,39,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_9_30_Pylones_Bois,1,1986-01-01,9,2014-03-19,2012-02-01,BRETAGNE,1,5,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_9_Lignes_Aeriennes_Homogene,3,1851-01-01,44,2012-11-04,2013-08-06,BRETAGNE,1,20,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL32LILLE_9_Lignes_Souterraines_HuileFluide,3,1959-01-01,56,2011-09-17,2014-07-25,BRETAGNE,1,28,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
BRESTL61LILLE_10_32_Pylones_Beton,1,1985-01-01,10,2013-05-08,2011-12-02,BRETAGNE,1,10,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL61LILLE_10_Lignes_Aeriennes_Homogene,3,1940-01-01,75,2013-12-24,2010-01-20,BRETAGNE,1,25,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL61LILLE_10_Lignes_Souterraines_Oleostatique,3,1961-01-01,4,2014-01-16,2011-02-25,BRETAGNE,1,3,1,NANTES,,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_21""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL61LILLE_10_Lignes_Souterraines_Oleostatique_Agent,3,1961-01-01,33,2014-01-16,2011-02-25,BRETAGNE,1,3,1,NANTES,,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_22""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL61LILLE_1_31_Pylones_Beton,1,1985-01-01,10,2014-04-08,2011-12-11,BRETAGNE,1,6,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL61LILLE_1_Lignes_Aeriennes_Homogene,3,1867-01-01,28,2011-11-15,2014-01-17,BRETAGNE,1,0,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL61LILLE_1_Lignes_Souterraines_Oleostatique,3,1949-01-01,16,2013-08-16,2010-11-24,BRETAGNE,1,2,1,NANTES,7.01923,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_23""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL61LILLE_1_Lignes_Souterraines_Oleostatique_Agent,3,1949-01-01,19,2013-08-16,2010-11-24,BRETAGNE,1,2,1,NANTES,,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_24""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL61LILLE_2_33_Pylones_Beton,1,1996-01-01,19,2010-06-15,2014-04-09,BRETAGNE,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL61LILLE_2_Lignes_Aeriennes_Homogene,3,1897-01-01,118,2010-01-03,2012-04-14,BRETAGNE,1,50,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL61LILLE_2_Lignes_Souterraines_Oleostatique,3,1968-01-01,47,2011-10-14,2011-05-22,BRETAGNE,1,20,1,NANTES,7.01923,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_25""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL61LILLE_2_Lignes_Souterraines_Oleostatique_Agent,3,1968-01-01,16,2011-10-14,2011-05-22,BRETAGNE,1,20,1,NANTES,7.01923,"{""Weight"":15}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_26""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL61LILLE_3_34_Pylones_Beton,1,1989-01-01,6,2012-03-08,2014-11-21,BRETAGNE,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL61LILLE_3_Lignes_Aeriennes_Homogene,3,1894-01-01,1,2013-02-21,2011-10-25,BRETAGNE,1,0,1,NANTES,7.01923,"{""LinearMassDensity"":0.2,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
